Id,News Date,Body,Source,Country,Location (LatLng),Locations,Headline,URL,Clases,Scale
11398596,2018-10-09,"Libya's National Oil Corporation (NOC), BP and Eni yesterday signed an agreement expected to lead to Eni and BP working together to resume exploration activities on a major exploration and production contract in Libya.

A letter of intent (LOI) was signed in London by NOC chairman Mustafa Sanalla, BP group chief executive Bob Dudley and Eni chief executive officer Claudio Descalzi.

The parties agreed to work towards Eni acquiring a 42.5% interest in the BP-operated exploration and production sharing agreement (EPSA) in Libya. On completion, Eni would also become operator of the EPSA.

BP currently holds an 85% working interest in the EPSA, with the Libyan Investment Authority holding the remaining 15%.

One of the rationales for this agreement is the fact that Italian energy giant Eni have existing exploration and production activities and infrastructure adjacent to the onshore areas of the BP EPSA.

Transferring the operatorship to Eni creates the opportunity for the resumption of activity following completion of the transaction and relevant regulatory approvals, the joint statement said.

The NOC chairman Mustafa Sanalla commented: ""This agreement is a clear signal and recognition by the market of the opportunities Libya has to offer and will only serve to strengthen our production outlook. The agreement's social development guarantee is an important sign of our joint commitment to our staff and the communities in which we work. This initiative will hopefully drive further inward investment and facilitate higher production levels.""

BP's chief executive Bob Dudley said: ""This is an important step towards returning to our work in Libya. We believe that working closely together with Eni and with Libya will allow us to bring forward restarting exploration in these promising areas.""

Eni's chief executive Claudio Descalzi said: ""This is an important milestone that will help to unlock Libyan exploration potential by resuming EPSA operations that have remained suspended since 2014. It contributes towards creating an attractive investment environment in the country, aimed at restoring Libya's production levels and reserve base by optimizing the use of existing Libyan infrastructure

The EPSA includes three contract areas, two in the onshore Ghadames basin and one in the offshore Sirt basin, covering a total area of around 54,000 km2. Originally awarded in 2007, work on the EPSA has been suspended since 2014 when most foreigb oil companies fled Libya due to militia fighting.

As part of the LOI, the signatories also reconfirmed their commitment to promote technical training and other social initiatives in Libya.

As set out in the LOI, the companies intend to finalise and complete all agreements by the end of this year, with a target of resuming exploration activities in 2019.

If the deal goes through and work does indeed resume next year, it will strengthen Eni's position in Libya and shows the importance it holds to its activities in Libya.

It also shows that Eni feels it can mitigate security risks in Libya better than any other foreign oil company operating in Libya.",Libya Herald,energy,,"['Libya', 'London', 'Italy', 'Ghadames', 'Sirte']","NOC, BP and Eni agree to work to resume exploration in Libya",https://www.libyaherald.com/2018/10/09/noc-bp-and-eni-agree-to-work-to-resume-exploration-in-libya/,None,
11398598,2018-07-09,"The Tripoli Central Bank of Libya said that despite the recent ''financial developments and circumstances'' that the country was going through, it will proceed with the implementation of the economic reforms agreed upon with the Presidential Council.

The declaration came at a press conference held in Tripoli on Thursday. The press conference did not include Governor Saddik El-Kabbir but was fronted by heads of departments.

The CBL said that it was in the process of implementing these reforms and that they were in continuous communication with the Faiez Serraj-led Presidential Council. The CBL revealed that formed three committees within the bank, each of which has been assigned certain competences and functions, some of which are in charge of developing procedures, controls and mechanisms for the implementation of reforms and procedures especially with regard to charging fees for foreign exchange sales.

The CBL also revealed that there will be ''a package'' or ''procedures'' taken to limit the (negative) impact of these reforms on low earners or the less well-off through what it referred to as ''fair compensation''.

The CBL was referring to the intended imposition of exchange rate restrictions or levies and to the reduction or removal state subsidies on hydrocarbons.

It will be recalled that the Tripoli CBL and the Presidency Council had agreed on a reform plan at a meeting held during the Libya Economic Dialogue meeting in Tunis on 5 June this year which was moderated by the US Chargé d'Affaires at the US Embassy in Tripoli (now in Tunis) Stephanie Williams.

The Libya Economic Dialogue meeting was the 8 such meeting which was attended by two members of the Presidency Council (PC), Ahmed Maitig and Fathi Majbri, together with Tripoli-Central Bank of Libya Governor (CBL), Saddek Elkaber. Majbri is the PC member in charge of the budget and economic affairs.

Notably, the Tripoli-based Audit Bureau, which usually attended these meetings, did not attend. It had had a fallout with the CBL which it accuses of being directly responsible for Libya's economic austerity.

The Audit Bureau together with the PC and CBL has been jointly responsible for approving Libya's budget. It is not clear if its absence will reduce the likelihood of the success of these planned reforms. However, over the years the Audit Bureau has been bullish in pushing the CBL for proactive economic reforms.

The meeting had agreed on four main economic measures designed to ease pressure on state spending and help alleviate the current economic burden on Libyan citizens, and especially the poorer sections of Libyan society.

These four measures are:

1) The reduction of subsidies on fuel and increasing its price from the current LD 0.15 a litre (about US$ 0.11¢ a litre at the official exchange rate).

2) The increase of the amount of the foreign currency annual allowance at the official rate of exchange, currently set at $500 per person.

3) The reactivation of the child allowance which has been frozen due to lack of state funds.

An ambitious target was set for the implementation of the plan, with the economic reforms planned to be in place by the end of July 2018. The increase in the annual foreign currency allowance and the reactivation of the stalled Child Allowance were meant to mitigate the effects of the reforms, especially those of fuel subsidies.

It will be noted that none of these agreed measures are new or a surprise. They have been discussed ad nauseam in Libya at various occasions and events organized by various bodies over the years. They had also been discussed at several of the previous economic dialogue sessions in Tunis, without results.

On 9 June the Tripoli CBL announced its three-tracked framework for the Tunis meeting reforms.

The CBL had stated that the framework was agreed at an expanded meeting attended by Tripoli CBL Governor Saddek El-Kaber, Fathi al-Majbri, member of the Presidency Council, Mohammad Takala, Chairman, Committee for the Development of Economic and Social Projects of the High State Council, and a number of advisers and CBL department directors.

The CBL said that a ''practical framework for conducting the economic reform agreed upon at the recent economic dialogue sessions held in Tunis through three tracks has been agreed''. These are;

1- Solving the Libyan dinar exchange rate issue through the imposition of fees on foreign currency sales and transfers.

2- Reforming subsidies.

3- Establishing a compensation mechanism to mitigate the repercussions and effects of the economic reform decisions on the livelihood of Libyan citizens.

Meanwhile, in a separate statement, HSC member Takala revealed that money accrued by the state from the foreign exchange levy ''will be used to finance the Family Allowance, dealing with bottlenecks in infrastructure and the maintenance of hospitals and schools''.

In theory, such deep economic reforms would need the House of Representatives (HoR), as the only recognized Libyan parliament, to pass a law. However, as a result of Libya's political split, the Tripoli-CBL and the Audit Bureau have had increased powers in the economic and financial field. The Audit Bureau, in its financial oversight role, has also had the effective authority to stall any economic reform plans it objects to - and its stance on these reform plans is still unclear.

Moreover, the recapturing of the oil crescent by the Khalifa Hafter-led Libyan National Army and the handing over of these facilities to the eastern-based, and internationally unrecognized National Oil Corporation - could negate any attempts at economic reforms while Libya is not exporting any oil.

CBL sets framework for economic reform agreed at Tunis meeting

Libyan economic reform plan agreed at US-brokered Tunis meeting

Tunis meeting on economic reform and GNA funding fails to make significant headway.

Tunis meeting on economic reform and GNA funding fails to make significant headway.

Libya's private sectors call for radical economic reform at Tripoli meeting",Libya Herald,energy,,"['Tunis', 'Tripoli', 'Libya']",CBL to continue with agreed economic reforms,https://www.libyaherald.com/2018/07/09/cbl-to-continue-with-agreed-economic-reforms/,None,
11398599,2018-06-06,"An economic reform plan for Libya was agreed at a meeting in Tunis yesterday. The meeting was organized by the US embassy to Libya and was attended by the US Chargé d'Affaires, Stephanie Williams.

The Libya Economic Dialogue meeting was the 8 such meeting which was attended by two members of the Presidency Council (PC), Ahmed Maitig and Fathi Majbri, together with Tripoli-Central Bank of Libya Governor (CBL), Saddek Elkaber. Majbri is the PC member in charge of the budget and economic affairs.

Notably, the Tripoli-based Audit Bureau, which usually attends, did not attend. It has had a fallout with the CBL which it accuses of being directly responsible for Libya's economic austerity. The Audit Bureau together with the PC and CBL has been jointly responsible for approving Libya's budget. It is not clear if its absence will reduce the likelihood of the success of these reforms. However, over the years the Audit Bureau has been bullish in pushing the CBL for proactive economic reforms.

The meeting agreed on four main economic measures designed to ease pressure on state spending and help alleviate the current economic burden on Libyan citizens, and especially the poorer sections of Libyan society.

These four measures are:

1) The reduction of subsidies on fuel and increasing its price from the current LD 0.15 a litre (about US$ 0.11¢ a litre at the official exchange rate).

2) The increase of the amount of the foreign currency annual allowance at the official rate of exchange, currently set at $500 per person.

3) The reactivation of the child allowance which has been frozen due to lack of state funds.

An ambitious target was set for the implementation of the plan, with the economic reforms planned to be in place by the end of July 2018. The increase in the annual foreign currency allowance and the reactivation of the stalled Child Allowance were meant to mitigate the effects of the reforms, especially those of fuel subsidies.

It will be noted that none of these agreed measures are new or a surprise. They have been discussed ad nauseam in Libya at various occasions and events organized by various bodies over the years. They had also been discussed at several of the previous economic dialogue sessions in Tunis, without result.

The Audit Bureau's 2017 annual report which alleged wrongdoing and corruption in a number of state entities was also discussed at the meeting.

At the end-of-meeting press conference, CBL Governor El-Kabber said that ''The march of economic reforms and the suffering endured by the Libyan citizen are deep and our pursuit and our endeavours today culminated in a series of reforms that we affirm.

Of course, what we have arrived at today is the best that could be achieved in view of the current Libyan circumstances, and we really hope that we will move beyond this stage and that, with all the reforms, we may, as far as possible, raise the suffering of the Libyan citizen.

We are all working together to fix what can be repaired hopefully according to the subject schedule we are optimistic about the results of these treatments'', concluded El-Kabber.

In her concluding remarks, US Chargé d'Affaires, Stephanie Williams. said ''We congratulate the Libyan participants for their work to formulate a budget and coordinate on fiscal and monetary policy. We are pleased by the participation today of representatives from the Ministries of Finance and Planning, the Central Bank of Libya, the Libyan House of Representatives, the High State Council and the National Oil Corporation. With the consolidated national budget for 2018 in place, the institutions that matter most to the daily lives of Libyans are in a place to receive funding, including schools and universities, community health centers and clinics, and municipal services like water and electricity. The next step will be to ensure that budget disbursements are made on a consistent basis and with full transparency, so that the Libyan people receive the crucial services they deserve.

The international community represented here today by the U.S., British, French, German, Italian, European Union, IMF, World Bank, and UN missions to Libya all share a concern for the economic situation in Libya, the critical importance of economic stability, development, and stronger growth, and the importance of government institutions to deliver public services to Libyan citizens. Economic reform is not easy under any circumstances. The challenges Libya currently faces are particularly difficult, but this makes reform even more essential. Structural changes are necessary to stabilize Libya's economy, to put your country on the path to prosperity, and address the daily hardships that Libyans continue to face. We are encouraged by the commitment of Libya's political and economic leadership to address these challenges and reach agreement on the financial arrangements, but more must be done to address exceptionally difficult circumstances Libyans continue to face on a daily basis.

We believe that progress on economic reforms will support stabilization and improve the lives of all Libyans. We urge institutions and communities to come together to protect Libya's natural resources and distribute Libya's wealth fairly to communities making legitimate demands for basic infrastructure and services.

With elections on the horizon, the Libyan people will be able to exercise their voice and vote for leaders who can be good stewards of Libya's wealth. We urge all political leaders, ministers, and Libyan government officials entrusted with public resources to manage them judiciously, increase transparency, and minimize fraud, waste, and abuse of power. As noted in the 29 May 2018 Paris declaration, Libya's institutions, including the Central Bank, must unify in order to effectively implement the change the country requires.

Lastly, I want to thank our colleagues from the international community, International Monetary Fund, and World Bank for supporting and providing their expertise and feedback on Libyan economic policy. Your participation today reaffirms the international community's efforts, led by UN Special Representative of the Secretary-General for Libya Dr. Ghassan Salamé, to build a more secure, stable, and prosperous future for all Libyans'', Stephanie Williams concluded.

Audit Bureau accuses CBL of damaging Libyan economy: Audit Bureau 2017 Annual Report

CBL claims progress on financial reform in Tunis economic dialogue meeting

Tunis meeting on economic reform and GNA funding fails to make significant headway.

Libya's private sectors call for radical economic reform at Tripoli meeting",Libya Herald,energy,,"['Tunis', 'United States', 'Libya', 'Italy', 'United Kingdom', 'Germany', 'Paris', 'Tripoli']",Libyan economic reform plan agreed at US-brokered Tunis meeting,https://www.libyaherald.com/2018/06/06/libyan-economic-reform-plan-agreed-at-us-brokered-tunis-meeting/,None,
11398600,2018-05-13,"The terrorist suicide attack on Libya's High National Election Commission (HNEC) last Wednesday would not distract Libya from democracy and the planned 2018 elections. The reconfirmation was made by Faiez Serraj head of the Presidency Council through his official spokesperson Mohamed El-Sallak.

Speaking at yesterday's press conference, El-Sallak said that a commission of inquiry was continuing its intensive work regarding the circumstances of the terrorist attack on the HNEC. This is continuing with the follow-up by Serraj and the direct supervision of the Minister of Interior.

In parallel with the investigations, a number of exceptional measures had also been taken to protect the headquarters of HNEC, he added.

El-Sallak added that Serraj stressed that such criminal acts would not hinder the democratic process and the holding of elections, with the stress on the swift fulfilment of the constitutional entitlements based on which the legislative and presidential elections are to be held before the end of this year.

Serraj further echoed this the next day at the opening of the Libyan-Italian Economic Forum. After paying his condolences and respects to the victims of the terror attack of the previous day, he added that it was a warning that Libya's security challenge was still present.

He had said that the HNEC terrorist operation was similar in nature to what was being committed in many Arab and European capitals, which needs to be addressed and ended through unified, regional and international efforts and coordination.

Serraj had stressed that these terrorist operations will not discourage Libya from adhering to the democratic path that it has embarked on, and which these terrorists are enemies of.

UPDATE: ISIS terror ''suicide attack'' on Libya's election commission Tripoli HQ kills at least 14",Libya Herald,energy,,"['Libya', 'Tripoli']",Election Commission suicide bombings will not distract from democracy and 2018 elections: Serraj,https://www.libyaherald.com/2018/05/09/election-commission-suicide-bombings-will-not-distract-from-democracy-and-2018-elections-serraj/,None,
11398638,2018-12-16,"Libyan Presidential election candidate, Aref Nayed, said that the international community should use the UN Charter's Chapter VII powers to hold Libyan elections and that he would use force to confront Libya's militias.

He added that he had never intended to be a politician but that he got involved in politics on the second day of Libya's anti-Qaddafi 17 February 2011 revolution.

Nayed was speaking under the banner of ""Libya's prospects: is a political settlement achievable?"" at the International Institute for Strategic Studies (IISS) in London on Friday.

Nayed said Libyans had high hopes of the 2011 uprising, but that eight years later they were now totally disappointed with the misery they have found themselves in.

Conditions have become so bad in Libya that people are now nostalgic for the security and stability of the Qaddafi era, he added.

Libya's multi-faceted civil war and the resultant misery of the situation in Libya led to his desire to help rectify it and was one of the motivations for announcing his early candidacy for Libya's presidential elections.

Total support for LPA

He stressed his total support for the 2015 Skhirat Libyan Political Agreement (LPA) and the efforts of UNSMIL head Ghassan Salame, and that there can be no military solution to Libya's problems.

On the contrary, his problem with the LPA was that it was never fully implemented. For example, the Presidency Council was de facto single-man rule by Faiez Serraj. The PC was only supposed to last for a maximum of two years and it's already in its third year, he pointed out.

Moreover, not only was the LPA not fully implemented to get Libya out of its stalemate but nor was the Paris agreement of May 2018, he lamented.

The failure to implement the Paris agreement to hold elections in December this year was another major failure by the international community to force the Libya issue forward.

Sabotage of elections

Beyond failing to implement agreements, Nayed was disappointed by efforts to actually sabotage efforts to hold elections.

He felt that it was quite a major achievement to get all of Libya's major political figures to agree to an election timetable in the Paris agreement - yet it was sabotaged by many obstructors, including Italy.

Nayed said that one of the main reasons for announcing his early candidacy for Libya's presidential elections was to stress the need for holding Libyan elections.

Nayed said that the Palermo Libya conference was ""a mess"" and all it achieved was a vague promise of a spring election.

Libyans are angry

Nayed warned that Libyans are now very angry and that there could be another uprising in 2019. He said that it was the corrupt Libyan political elite who are united in maintaining the status quo.

The way out: elections

Nayed said that the way out for Libya out of its current predicament was to implement the LPA ""to the letter"". Libya needed to prepare to hold elections as soon as possible.

Use of Chapter VII of UN Charter

If the obstructionist political elite try to sabotage elections then the international community should use Chapter VII of the United Nation's Charter to implement them.

Nayed said that if the international community were prepared to use Chapter VII to remove Qaddafi, then why not use it to ensure the holding of democratic elections.

He did not accept that security was the barrier to holding Libyan elections saying that security today was better than it was in 2014, when Libya's last parliamentary elections were held.

He maintained that excuses not to hold elections were not acceptable, and that they were merely an excuse to maintain the status quo.

Militias

Responding to a question by Libya Herald about militias, Nayed agreed that it was imperative to do something about Libya's weapons and militias. He said that the militias were a ""monster"" that has a wire plugged into the Central Bank of Libya (CBL).

He said that the CBL has the unique distinction of paying the salaries of those killing it and the country.

He added that an end had to be put to the fact that the CBL and Libya's trade finance was being ""controlled by a small clique"".

Asked by Libya Herald about his ""carrots and sticks"" policies for dealing with militias, Nayed was quite bullish in his policy proposal

He said that he would create a pan-Libyan military force of 5,000 soldiers and another 500 Special Operations forces with what he called a ""small air cover"" to confront them - if they would not listen to reason.

He did not elaborate on the details of his intriguing ""small air cover"" proposal.

He was confident that despite the headline figure of the existence of nearly 200,000 militias - these do not really exist.

Nayed said that most of these existed purely on paper for purposes of extracting salaries out of the Libyan state.

In reality, he asserted that only a few hundred would choose to militarily confront the state, a number which he believed were surmountable.

Nayed believes that the Presidency Council and UNSMIL's current policy of dealing with the militias, the so-called ""Security Arrangements"", was ""a total sham"".

He confirmed that militias had been enshrined by the Serraj Presidency Council and that Italy had, for reasons of short-term and short-sighted national interest, ""cut a deal"" with Tripolitania-based militias. Pulling no punches, Nayed said renegade militias would have to either ""surrender"" to the legitimate and democratic will of the Libyan people, or, reluctantly ""die"".

Army reunification

Nayed therefore considered the reunification of Libya's army as imperative. He was bullish about the ongoing Cairo army reunification talks saying that a result was imminent. He was clear that Libya could not progress without army reunification but was confident that the officer class were more United than perceived.

Nayed policy proposal on this front was to start small, with an ad hoc ""pan-Libyan"" election protection force of 5,000 headed by a ""joint command"".

Foreign interference

Nayed attributed Libya's political division to the international community's double recognition of both Faiez Serraj and his Presidency Council and the House of Representatives (HoR).

This dichotomy has been very divisive for Libya and has not helped political reunification efforts. The creation of the High State Council as an advisory body, but which has taken on the role of a second chamber, has added to this political multipolarity.

This political division may have been ""convenient"" for some, he added.

Nayed was scathing of the ""irresponsible"" HoR, Libya's last elected body (in 2014) and it's only internationally-recognized parliament.

He asserted that it was an ""absolute scandal"" that a ""a good chunk"" of its members were ""bribed by the CBL"" and these HoR members were complicit in keeping Libya in its current status quo.

They were failing to carry out their obliged constitutional role by failing to attend HoR sessions and by failing to pass the necessary legislation to move Libya out of its stagnant transitional stage.

Nayed predicted that if things continued as they are in Libya, there would be a popular uprising by the Libyan public next summer or by September 2019 at the latest.

Aref Nayed re-launches Ihya movement and announces his candidacy for Libya's forthcoming elections

Selective implementation of LPA has damaged it Aref Nayed tells Salamé",Libya Herald,energy,,"['Libya', 'Palermo', 'London', 'Italy', 'Cairo']",Use Chapter VII to hold elections and force to confront militias : Aref Nayed,https://www.libyaherald.com/2018/12/16/use-chapter-vii-to-hold-elections-and-force-to-confront-militias-aref-nayed/,None,
11398639,2018-07-24,"A Libyan-French military cooperation meeting was held in Tripoli yesterday headed by Libyan Foreign Minister Mohamed Siala and French Foreign Minister Jean-Yves Ludrán.

The Faiez Serraj Presidency Council / Government of National Accord said the meeting dealt with military cooperation between Libya and France and the activation of agreements concluded between the two countries in this regard. These include areas of training and readiness.

The meeting also addressed the process of unification of the Libyan military, and the organizational structure of the meetings that took place within this framework. It was concluded that the process of military consolidation in its various details required unified political will and depended on the success of the current ongoing political process.",Libya Herald,energy,,"['Libya', 'France', 'Tripoli']",Libyan-French military cooperation meeting,https://www.libyaherald.com/2018/07/24/libyan-french-military-cooperation-meeting/,None,
11398690,2018-12-23,"Italian Prime Minister Giuseppe Conte and his accompanying delegation visited Libyan National Army (LNA) Commander Khalifa Hafter at the headquarters of the LNA General Command in Al-Rajma, eastern Libya today.

The standard press release from the Libyan side said the two discussed ""the latest developments on the domestic and international scene, and the relations between the two countries, as well as the joint cooperation between Libya and Italy in various fields.""

Conte will also meet with House of Representatives head Ageela Saleh.",Libya Herald,energy,,"['Libya', 'Italy']",Italian PM Conte visits Hafter in Libya,https://www.libyaherald.com/2018/12/23/italian-pm-conte-visits-hafter-in-libya/,None,
11398691,2018-12-13,"Italy yesterday reappointed Giuseppe Maria Buccino Grimaldi as its new ambassador in Tripoli.

He replaces Giuseppe Perrone who was recalled to Rome in August officially for reasons of personal security.

However, it will be recalled that in August, Libya's parliament, the House of Representatives (HoR), had called for Perrone's resignation and replacement and declared him ""persona non grata"".

The HoR had accused Perrone of interfering in Libya's internal affairs by calling for the postponement of the proposed December 2018 elections.

There were also rumours that Perrone was also recalled for ""personal reasons"" or for falling out with the new right-of-centre Italian government.

Buccino Grimaldi had held the Tripoli post from 2011 to 2015 when the Italian embassy, following all the other embassies, was evacuated for security reasons.

Born in Naples in 1961, Buccino Grimaldi began his diplomatic career in 1988 at the Department of Economic Affairs of the Ministry of Foreign Affairs.

From 1991 to 1994 he worked at the Italian embassy in Beirut and from 1 December 1994 he served as the permanent representation of Italy to the European Union in Brussels.

After his Tripoli post Buccino Grimaldi served as Director General for the European Union in the Italian Ministry of Foreign Affairs and International Cooperation.

Italy appoints new ambassador, plans to reopen embassy; warns Egypt not to create divisions in Libya

Italy to help Libya prevent illegal migration, no repatriation says new ambassador Giuseppe Perrone

A year on from Italy reopening its embassy in Tripoli: An interview with Italian ambassador Giuseppe Perrone

HoR denouncess Italian ambassador Perrone's election comments - calls for his replacement",Libya Herald,energy,,"['Tripoli', 'Italy', 'Libya', 'Rome', 'Brussels', 'Naples', 'Beirut', 'Egypt']",Italy reappoints Giuseppe Grimaldi as its Tripoli ambassador,https://www.libyaherald.com/2018/12/13/italy-reappoints-giuseppe-grimaldi-as-its-tripoli-ambassador/,None,
11398693,2018-07-06,"Contracted electricity projects approved in December generating 2,000 megawatts of power are on hold due to the inability to organize funding, the Libya's Presidency Council (PC) has revealed. The revelation came through Mohamed El-Sallak, the official spokesperson for Faiez Serraj, the head of the PC during Tuesday's press conference.

The fast-tracked projects in Tripoli West, Tripoli East and Misrata power stations were intended to overcome Libya's 1,500 MW generation deficit which has been causing acute powers cuts across the country.

The projects were slated to be financed by the Libyan Local Investment & Development Fund (LLIDF), however, Sallak said that the Audit Bureau objected ''in their view'' to the financing of these projects on ''legal'' grounds.

He implied that the PC did not agree with the Audit Bureau's interpretation and added that Serraj has requested that both Audit Bureau and PC/GNA officials sit down and find an agreeable legal formula for the completion of the projects as they are important in resolving the electricity crisis that Libyan citizen are suffering from.

Egypt agrees to provide electricity and electrical know-how to Libya

Algeria's Sonelgaz discusses electricity exports with GECOL

GECOL reveals investment projects in the billions for Libya's electricity sector",Libya Herald,energy,,"['Tripoli', 'Libya', 'Egypt', 'Algeria']","Agreed 2,000 megawatt electricity projects on hold due to financing problem",https://www.libyaherald.com/2018/07/06/agreed-2000-megawatt-electricity-projects-on-hold-due-to-financing-problem/,None,
11398694,2018-07-03,"Tunis Air is to resume its flights to Tripoli at the end of this month. The announcement was made by Tunisia's Minister of Industry Salim al-Feriani to the media in Tripoli on Sunday.

Feriani made the announcement following his meeting with Libya's Presidential Council Deputy Ahmed Maetig after leading a 70-strong business delegation to the Libyan-Tunisian Economic Forum, held in Tripoli on Thursday.

At the Forum, Feriani said that he expected Libyan-Tunisian trade to reach US$ 3 bn by 2020 having fallen from US$ 2 bn to US$ 1 bn since Libya's 2011 revolution.

He praised the deep Libyan-Tunisian relations and stressed that the visit was part of the promotion of cooperation between the two countries in various fields in order to create a powerful economic body and a gateway for investors from the rest of the world into Africa through Libya and Tunisia.

The Tunisian Minister highlighted the preparation work of the Libyan-Tunisian Joint Commission at the foreign ministerial level next week, paving the way for a summit that will bring together the heads of government of the two countries at the end of August.

If Tunis Air does indeed resume flights to Libya at the end of this month, it will be the first foreign airliner to do so since flights were suspended in 2014. Both Jordanian and Egypt Air have been considering resuming flights, but nothing has materialized yet.

Turkish Airlines had carried out an inspection of Tripoli's Mitiga airport in May, but is yet to make an announcement.

It will be recalled that while Libyan state-owned and privately-owned airliners are currently flying scheduled flights to Tunis, Istanbul. Alexandria, Amman and Khartoum, they are still banned from entering EU airspace. The same applies for EU carriers into Libya.

Although the EU has banned flights between Libya and the EU, this does not cover charters. Prior to 2014, Afriqiyah and Libyan Airlines got around this by wet-leasing aircraft registered elsewhere. Afriqiyah had two Airbus A320s which are registered within the EU, in Lithuania.

In May this year, as part of Mitiga airport's efforts to improve its standards to those required by the EU, Italian company Techno Sky delivered a new mobile air traffic control tower which had arrived in Tripoli port from Italy to be installed at Mitiga.

The tower is one of two that Techno Sky agreed to install at the airport in a multi-million euro deal signed in Tripoli at the end of March. A new fixed control tower is still to be built. Together they will significantly increase Mitiga's capabilities. The March contract, due to be completed by the end of the year also includes training. Techno Sky is a subsidiary of Italian air navigation service company ENAV.

Mitiga airport flights resume after suspension due to airport attack

https://www.libyaherald.com/2017/05/25/turkish-airlines-inspects-mitiga-airport-with-view-to-restarting-flights-soon/https://www.libyaherald.com/2017/05/25/turkish-airlines-inspects-mitiga-airport-with-view-to-restarting-flights-soon/",Libya Herald,energy,,"['Tripoli', 'Tunisia', 'Libya', 'Jordan', 'Lithuania', 'Istanbul', 'Khartoum', 'Alexandria', 'Amman', 'Tunis', 'Italy']",Tunis Air to resume Tripoli flights at the end of this month,https://www.libyaherald.com/2018/07/03/tunis-air-to-resume-tripoli-flights-at-the-end-of-this-month/,None,
11398695,2018-07-02,"Libya's National Oil Corporation (NOC) has declared force majeure on crude oil loadings at Hariga and Zuetina oil terminals today. ''This suspension of obligations'', the NOC said is in addition to the state of force majeure at the Ras Lanuf and Es Sider terminals. Despite warning from the NOC of the consequences of ongoing blockades, the Libyan National Army (LNA) General Command has declined to rescind its order that no vessel be allowed to port to receive allocated shipments, the NOC said in its statement.

""Despite our warning of the consequences and attempts to reason with the LNA General Command, two legitimate allocations were blocked from loading at Hariga and Zuetina this weekend. The storage tanks are full and production will now go offline."", NOC chairman Mustafa Sanalla was quoted as saying.

In its statement, the NOC said it calls on the LNA General Command to lift the blockade and allow the NOC, the only recognised Libyan entity responsible for the exploration, production and export of oil products, under both Libyan and international law, to do its job of providing for the Libyan people. The NOC has always advocated for the equitable distribution of national oil revenue, it added.

The NOC confirmed that Libya's total daily production loss amounts to 850,000 bpd of crude, 710 million standard cubic feet per day (MMSCFD) of natural gas, and more than 20,000 bpd of condensate. The total daily revenue loss associated with this latest shutdown is estimated at $67.4 million. The financial loss to the public purse since the attack on Es Sidra and Ras Lanuf on 14 June by Ibrahim Jadran is more than $650 million, the NOC reported.",Libya Herald,energy,,"['Libya', ""Ra's Lanuf""]",NOC announces force majeure at Hariga and Zuetina oil terminals,https://www.libyaherald.com/2018/07/02/noc-announces-force-majeure-at-hariga-and-zuetina-oil-terminals/,None,
11398696,2018-06-29,"The Khalifa Hafter-led Libyan National Army (LNA) has warned against the presence of any foreign forces in the south of Libya.

The warning came in a statement released by the LNA General Command yesterday in which it stated that it is opposed to the news that ''some international parties'' wish to establish a military presence in some southern areas of Libya ''on the pretext of opposing illegal migration''.

The LNA General Command statement warned these parties against this and said it considered this a usurpation of international law and an aggression on the Libyan state, its sovereignty and its land.

The statement said that the LNA would take all necessary measures to protect the Libyan state, its borders, its people and institutions.

The LNA General Command statement did not mention any country by name but it is widely believed to have been referring to Italy. There has been some social media news circulating that the new centre-right Italian administration is considering setting up camps or placing Italian forces on the southern Libyan border in an effort to deter illegal Sub-Saharan African migrants from entering Libya and thereon crossing the Mediterranean to Italy.

However, there has been no official statement from Italy substantiating this story. In fact, speaking at a press conference in Rome after returning from his inaugural visit to Libya, Italy's Deputy Prime Minister and Interior Minister Matteo Salvini said that these camps (protection and identification centres) should not be set up within Libya, but on its external borders, in neighbouring countries such as Niger, Chad, Mali and the Sudan.

It will be recalled that Libya's Presidential Council of the Government of National Accord had categorically rejected the establishment of any illegal migration camps on Libyan soil, asserting that Libya was a country of transit and is not a source of migratory flows, appealing to the States of the European Union to adopt common policies among themselves on addressing the issue of migration.

Illegal migration holding camps to be located outside Libyan borders, Italy to supply patrol boats to Libya",Libya Herald,energy,,"['Libya', 'Italy', 'Rome', 'Chad', 'Sudan', 'Niger', 'Mali']",LNA warns against presence of foreign troops in southern Libya,https://www.libyaherald.com/2018/06/29/lna-warns-against-presence-of-foreign-troops-in-southern-libya/,None,
